"","match_string","COU","YEAR","Legislation","Regulation","Policy","Constitution","air.quality.air.pollution","authorization.permit","basic.legislation","bioenergy","biofuel","data.collection.reporting","electric.vehicle","emissions","emissions.trading","energy.conservation.energy.production","enforcement.compliance","environmental.standards","hydropower.generation","monitoring","nuclear.energy","pollution.control","public.health","renewable.energy","standards","subsidy.incentive"
"1","AUT2004","AUT",2004,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"2","AUT2005","AUT",2005,0,2,0,0,2,0,0,0,0,0,0,2,0,0,1,2,0,0,0,2,0,0,2,0
"3","AUT2007","AUT",2007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4","AUT2008","AUT",2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"5","CAN2000","CAN",2000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"6","CAN2002","CAN",2002,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,1,0
"7","CAN2009","CAN",2009,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"8","CAN2010","CAN",2010,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
"9","CAN2011","CAN",2011,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
"10","CAN2012","CAN",2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
"11","CAN2013","CAN",2013,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
"12","CHE2011","CHE",2011,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1
"13","CHL2011","CHL",2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"14","CHL2017","CHL",2017,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
"15","COL2003","COL",2003,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,3,0
"16","COL2005","COL",2005,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0
"17","COL2006","COL",2006,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0
"18","COL2007","COL",2007,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0
"19","COL2011","COL",2011,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"20","COL2014","COL",2014,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"21","COL2016","COL",2016,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"22","COL2017","COL",2017,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0
"23","COL2019","COL",2019,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1
"24","CRI2002","CRI",2002,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
"25","CRI2003","CRI",2003,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"26","CRI2011","CRI",2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
"27","CRI2015","CRI",2015,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","CRI2016","CRI",2016,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0
"29","CRI2017","CRI",2017,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"30","CYP2004","CYP",2004,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"31","CYP2018","CYP",2018,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"32","DEU2004","DEU",2004,0,4,0,0,4,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,2,0
"33","DEU2014","DEU",2014,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"34","DEU2019","DEU",2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"35","DNK2005","DNK",2005,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"36","DNK2008","DNK",2008,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
"37","DNK2009","DNK",2009,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0
"38","DNK2010","DNK",2010,2,0,0,0,1,0,0,0,1,1,0,2,0,0,1,1,0,1,0,1,0,0,1,0
"39","DNK2011","DNK",2011,0,4,0,0,3,0,0,0,0,0,0,2,0,1,0,2,0,0,0,4,0,0,2,0
"40","DNK2014","DNK",2014,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"41","EST2001","EST",2001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"42","FIN2003","FIN",2003,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"43","FIN2005","FIN",2005,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"44","FIN2011","FIN",2011,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"45","FIN2012","FIN",2012,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"46","FRA2006","FRA",2006,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"47","FRA2015","FRA",2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","FRA2017","FRA",2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"49","GBR2005","GBR",2005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"50","GBR2006","GBR",2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"51","GBR2009","GBR",2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"52","GBR2010","GBR",2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"53","GBR2012","GBR",2012,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
"54","GBR2018","GBR",2018,0,2,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"55","GRC2000","GRC",2000,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"56","GRC2006","GRC",2006,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"57","HUN2007","HUN",2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","HUN2011","HUN",2011,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"59","IRL2002","IRL",2002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"60","IRL2007","IRL",2007,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0
"61","IRL2011","IRL",2011,0,3,0,0,3,0,0,0,0,1,0,1,0,0,0,3,0,0,0,3,0,0,3,0
"62","IRL2012","IRL",2012,0,4,0,0,4,0,0,0,0,1,0,3,0,0,1,4,0,1,0,4,0,0,4,0
"63","IRL2013","IRL",2013,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"64","IRL2014","IRL",2014,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
"65","IRL2015","IRL",2015,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"66","IRL2017","IRL",2017,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","IRL2018","IRL",2018,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"68","ISL2018","ISL",2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"69","ISR2001","ISR",2001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"70","ITA2003","ITA",2003,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"71","ITA2004","ITA",2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","ITA2012","ITA",2012,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"73","ITA2016","ITA",2016,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"74","ITA2018","ITA",2018,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","JPN2005","JPN",2005,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"76","KOR2003","KOR",2003,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
"77","KOR2004","KOR",2004,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"78","KOR2007","KOR",2007,3,0,0,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0
"79","KOR2012","KOR",2012,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"80","LTU2004","LTU",2004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"81","LTU2018","LTU",2018,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","LUX2001","LUX",2001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"83","LVA2001","LVA",2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","LVA2003","LVA",2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","LVA2005","LVA",2005,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"86","LVA2006","LVA",2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","LVA2007","LVA",2007,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"88","LVA2008","LVA",2008,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","LVA2009","LVA",2009,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"90","LVA2015","LVA",2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","MEX2000","MEX",2000,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"92","MEX2012","MEX",2012,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"93","NOR2013","NOR",2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","POL2005","POL",2005,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"95","POL2006","POL",2006,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
"96","POL2007","POL",2007,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,3,0
"97","POL2015","POL",2015,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"98","POL2016","POL",2016,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"99","PRT2019","PRT",2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
"100","SVK2004","SVK",2004,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
"101","SVK2006","SVK",2006,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0
"102","SVK2010","SVK",2010,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0
"103","SVK2011","SVK",2011,1,2,0,0,2,0,0,0,0,0,0,2,0,1,1,1,0,0,0,2,0,0,1,0
"104","SVK2012","SVK",2012,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"105","SVK2016","SVK",2016,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"106","SVK2017","SVK",2017,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
"107","SVN2006","SVN",2006,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,2,0,0,2,0
"108","SVN2007","SVN",2007,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"109","SVN2011","SVN",2011,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
"110","SVN2012","SVN",2012,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
"111","SWE2018","SWE",2018,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"112","TUR2004","TUR",2004,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"113","TUR2008","TUR",2008,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","TUR2013","TUR",2013,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"115","TUR2015","TUR",2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"116","TUR2017","TUR",2017,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,2,0
"117","TUR2019","TUR",2019,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1
